Location,Name,Description,Area,Beds,Baths,Price
North Investors,"Apartment, Ninety Avenue",A 2 bedrooms Apartment in Ninety Avenue by TBK Developments. The Apartment size is 145 m2 with 3 bathrooms.,145,3,3,"14,101,166 
              EGP"
October Gardens,"Apartment, Rock Eden",A 3 bedrooms Apartment in Rock Eden by Rock developments. The Apartment size is 195 m2 with 3 bathrooms.,195,3,3,"9,625,560 
              EGP"
New Cairo,"Office, 41 Business District",A  Office in 41 Business District by M Squared. The Office size is 220 m2.,220,,,"18,281,181 
              EGP"
New Capital City,"Office, Catalan Mall",A  Office in Catalan Mall by Gates Development. The Office size is 42 m2.,42,,,"2,591,084 
              EGP"
Alexandria,"Apartment, Palm Hills Alexandria",A 1 bedroom Apartment in Palm Hills Alexandria by Palm Hills Developments. The Apartment size is 89 m2 with 2 bathrooms.,89,2,2,"8,964,000 
              EGP"
New Zayed,"Apartment, Rivers",A 2 bedrooms Apartment in Rivers by Tatweer Misr. The Apartment size is 120 m2 with 3 bathrooms.,120,3,3,"9,723,000 
              EGP"
Ras El Hekma,"Chalet, Shore Ville",A 1 bedroom Chalet in Shore Ville by Hyde Park. The Chalet size is 76 m2 with 1 bathroom with a garden of 47 m2.,76,1,1,"13,090,000 
              EGP"
El Gouna,"Chalet, Kamaran",A  Chalet in Kamaran by Orascom Development Egypt. The Chalet size is 48 m2 with 1 bathroom.,48,1,1,"223,000 
              USD"
El Gouna,"Apartment, Shedwan",A 1 bedroom Apartment in Shedwan by Orascom Development Egypt. The Apartment size is 74 m2 with 2 bathrooms.,74,2,2,"340,025 
              USD"
El Gouna,"Apartment, Tuban El Gouna",A 2 bedrooms Apartment in Tuban El Gouna by Orascom Development Egypt. The Apartment size is 112 m2 with 3 bathrooms.,112,3,3,"512,000 
              USD"
Somabay,"Villa, Wadi Soma",A 3 bedrooms Villa in Wadi Soma by Somabay. The Villa size is 196 m2 with 4 bathrooms.,196,4,4,"1,080,000 
              USD"
October Gardens,"Office, Centrada One",A  Office in Centrada One by Centrada Developments. The Office size is 25 m2.,25,,,"1,250,000 
              EGP"
Somabay,"One-story Villa, Wadi Jebal",A 3 bedrooms One-story Villa in Wadi Jebal by Somabay. The One-story Villa size is 220 m2 with 3 bathrooms.,220,3,3,"1,360,000 
              USD"
El Gouna,"Apartment, Fanadir Shores",A 2 bedrooms Apartment in Fanadir Shores by Orascom Development Egypt. The Apartment size is 185 m2 with 3 bathrooms.,185,3,3,"1,569,000 
              USD"
Somabay,"Villa, Nautilus",A 4 bedrooms Villa in Nautilus by Somabay. The Villa size is 322 m2 with 5 bathrooms.,322,5,5,"1,760,000 
              USD"
New Capital City,"Office, Madar Mall",A  Office in Madar Mall by Tamayoz Developments. The Office size is 20 m2.,20,,,"1,804,000 
              EGP"
El Gouna,"Villa, North Bay - El Gouna",A 3 bedrooms Villa in North Bay - El Gouna by Orascom Development Egypt. The Villa size is 235 m2 with 4 bathrooms and a roof of 129 m2.,235,4,4,"1,813,000 
              USD"
New Capital City,"Office, De joya 1 strip mall",A  Office in De joya 1 strip mall  by Taj Misr Developments. The Office size is 15 m2.,15,,,"1,925,000 
              EGP"
New Capital City,"Apartment, Midtown Sky",A 1 bedroom Apartment in Midtown Sky by Better Home. The Apartment size is 90 m2 with 1 bathroom.,90,1,1,"2,277,007 
              EGP"
6th of October City,"Office, West El Balad",A  Office in West El Balad by Centrada Developments. The Office size is 56 m2.,56,,,"2,646,000 
              EGP"
6th of October City,"Apartment, Vida Residence",A 2 bedrooms Apartment in Vida Residence by Kayan Real Estate. The Apartment size is 91 m2 with 2 bathrooms.,91,2,2,"2,827,500 
              EGP"
New Capital City,"Apartment, Jade Park",A 1 bedroom Apartment in Jade Park by City Edge Developments. The Apartment size is 75 m2 with 1 bathroom.,75,1,1,"2,900,000 
              EGP"
New Capital City,"Office, Entrada Avenue",A  Office in Entrada Avenue by Sorouh Developments. The Office size is 40 m2.,40,,,"3,060,000 
              EGP"
New Capital City,"Apartment, Parklane",A 1 bedroom Apartment in Parklane by El Attal Holding. The Apartment size is 50 m2 with 1 bathroom.,50,1,1,"3,089,000 
              EGP"
New Heliopolis,"Apartment, Talala",A 1 bedroom Apartment in Talala  by Madinet Masr . The Apartment size is 35 m2 with 1 bathroom with a garden of 20 m2.,35,1,1,"3,112,354 
              EGP"
Mostakbal City,"Office, Pulse Green Square",A  Office in Pulse Green Square by Melee Development. The Office size is 35 m2.,35,,,"3,198,000 
              EGP"
New Capital City,"Office, Midtown Sky Mall",A  Office in Midtown Sky Mall by Better Home. The Office size is 50 m2.,50,,,"3,254,999 
              EGP"
El Sheikh Zayed,"Office, Thru Dal Developments",A  Office in Thru Dal Developments by DAL Developments. The Office size is 26 m2.,26,,,"3,292,853 
              EGP"
New Capital City,"Apartment, De Joya  2",A 1 bedroom Apartment in De Joya  2 by Taj Misr Developments. The Apartment size is 68 m2 with 1 bathroom.,68,1,1,"3,360,000 
              EGP"
New Capital City,"Office, New Capital City",A  Office in Evolve Tower by New Town Group. The Office size is 32 m2.,32,,,"3,400,000 
              EGP"
6th of October City,"Office, Kite Complex",A  Office in Kite Complex by Centrada Developments. The Office size is 44 m2.,44,,,"3,510,000 
              EGP"
New Capital City,"Office, 5 Business Hub Mall",A  Office in 5 Business Hub Mall by Tamayoz Developments. The Office size is 34 m2.,34,,,"3,570,000 
              EGP"
New Cairo,"Office, The Node",A  Office in The Node by New Town Group. The Office size is 31 m2.,31,,,"3,605,000 
              EGP"
New Capital City,"Office, Radix Agile",A  Office in Radix Agile by Radix Development. The Office size is 37 m2.,37,,,"3,656,340 
              EGP"
New Capital City,"Apartment, Midtown condo",A 2 bedrooms Apartment in Midtown condo by Better Home. The Apartment size is 130 m2 with 1 bathroom.,130,1,1,"3,661,351 
              EGP"
New Capital City,"Office, Striple Walk",A  Office in Striple Walk by Town Writers. The Office size is 31 m2.,31,,,"3,720,000 
              EGP"
El Sheikh Zayed,"Apartment, Belva",A 1 bedroom Apartment in Belva by Karnak Real Estate Developments. The Apartment size is 86 m2 with 1 bathroom.,86,1,1,"3,792,600 
              EGP"
New Cairo,"Studio, Kasakuon - Eastville",A  Studio in Kasakuon - Eastville  by Ajna Developments. The Studio size is 46 m2 with 1 bathroom.,46,1,1,"3,818,000 
              EGP"
New Cairo,"Office, The Gray",A  Office in The Gray  by Housing and Development Properties HDP. The Office size is 19 m2.,19,,,"3,895,000 
              EGP"
New Capital City,"Apartment, New Garden City",A 1 bedroom Apartment in New Garden City by City Edge Developments. The Apartment size is 89 m2 with 2 bathrooms.,89,2,2,"3,900,000 
              EGP"
New Capital City,"Apartment, Castle Landmark",A 1 bedroom Apartment in Castle Landmark by Cred Developments. The Apartment size is 80 m2 with 1 bathroom.,80,1,1,"3,910,400 
              EGP"
New Cairo,"Apartment, La Colina East",A 1 bedroom Apartment in La Colina East by Capital Hills Developments (CHD ). The Apartment size is 77 m2 with 1 bathroom.,77,1,1,"3,927,000 
              EGP"
New Capital City,"Clinic, Rivan Square",A  Clinic in Rivan Square by Altameer Arabian Developments CO.. The Clinic size is 49 m2.,49,,,"3,978,761 
              EGP"
New Capital City,"Office, Apex Business Complex",A  Office in Apex Business Complex by LUD -Lozan Urban Development. The Office size is 33 m2.,33,,,"3,989,125 
              EGP"
Al Alamein,"Apartment, Il Latini City Edge",A 2 bedrooms Apartment in Il Latini City Edge by City Edge Developments. The Apartment size is 161 m2 with 2 bathrooms.,161,2,2,"4,000,000 
              EGP"
New Capital City,"Office, Code",A  Office in Code by Jadeer Realestate. The Office size is 35 m2.,35,,,"4,024,800 
              EGP"
New Capital City,"Apartment, Bleu Vert",A 1 bedroom Apartment in Bleu Vert  by Saudi Egyptian Developers (SED). The Apartment size is 71 m2 with 1 bathroom.,71,1,1,"4,061,000 
              EGP"
South Investors,"Apartment, The Lark Residence",A 1 bedroom Apartment in The Lark Residence by Tamayoz Developments. The Apartment size is 76 m2 with 1 bathroom.,76,1,1,"4,081,000 
              EGP"
Northern Expansion,"Apartment, Kayan",A 1 bedroom Apartment in Kayan by Arkan Palm Development. The Apartment size is 65 m2 with 1 bathroom.,65,1,1,"4,214,773 
              EGP"
Al Alamein,"Apartment, Il Latini SED",A 3 bedrooms Apartment in Il Latini SED by Saudi Egyptian Developers (SED). The Apartment size is 175 m2 with 2 bathrooms.,175,2,2,"4,242,000 
              EGP"
New Capital City,"Office, City Hall Strip",A  Office in City Hall Strip by SERAC Developments. The Office size is 32 m2.,32,,,"4,266,667 
              EGP"
Maadi,"Apartment, Skyline",A 1 bedroom Apartment in Skyline by Morshedy Group. The Apartment size is 60 m2 with 1 bathroom.,60,1,1,"4,296,000 
              EGP"
New Capital City,"Apartment, Al Maqsad Park",A 3 bedrooms Apartment in Al Maqsad Park by City Edge Developments. The Apartment size is 134 m2 with 2 bathrooms.,134,2,2,"4,300,000 
              EGP"
New Capital City,"Apartment, Al Maqsad Residences",A 3 bedrooms Apartment in Al Maqsad Residences by City Edge Developments. The Apartment size is 132 m2 with 3 bathrooms.,132,3,3,"4,300,000 
              EGP"
Ain Sokhna,"Chalet, Cape Bay Blumar Lasirena",A 1 bedroom Chalet in Cape Bay Blumar Lasirena by Lasirena Group. The Chalet size is 55 m2 with 1 bathroom and a roof of 55 m2.,55,1,1,"4,435,000 
              EGP"
New Capital City,"Serviced Studio, Suite Hub",A  Serviced Studio in Suite Hub by Radix Development. The Serviced Studio size is 50 m2 with 1 bathroom.,50,1,1,"4,446,750 
              EGP"
New Capital City,"Office, Ivory Plaza",A  Office in Ivory Plaza by Tamayoz Developments. The Office size is 45 m2.,45,,,"4,459,000 
              EGP"
October Gardens,"Apartment, Kite",A 1 bedroom Apartment in Kite by Centrada Developments. The Apartment size is 90 m2 with 1 bathroom with a garden of 23 m2.,90,1,1,"4,468,800 
              EGP"
New Capital City,"Apartment, Armonia",A 1 bedroom Apartment in Armonia  by The Land Developers (TLD). The Apartment size is 76 m2 with 2 bathrooms.,76,2,2,"4,470,999 
              EGP"
6th settlement,"Apartment, Lusail Residence",A 1 bedroom Apartment in Lusail Residence  by Margins Development. The Apartment size is 70 m2 with 1 bathroom.,70,1,1,"4,500,000 
              EGP"
New Cairo,"Apartment, Club Views - Sarai",A 1 bedroom Apartment in Club Views - Sarai by Madinet Masr . The Apartment size is 62 m2 with 1 bathroom.,62,1,1,"4,520,924 
              EGP"
6th of October City,"Apartment, Westdays",A 1 bedroom Apartment in Westdays  by IL Cazar Developments. The Apartment size is 75 m2 with 2 bathrooms.,75,2,2,"4,524,000 
              EGP"
New Capital City,"Apartment, De Joya  1",A 2 bedrooms Apartment in De Joya  1 by Taj Misr Developments. The Apartment size is 111 m2 with 1 bathroom.,111,1,1,"4,629,000 
              EGP"
New Capital City,"Office, Spinner Tower",A  Office in Spinner Tower by Radix Development. The Office size is 45 m2.,45,,,"4,653,000 
              EGP"
New Capital City,"Office, De Joya  3 strip mall",A  Office in De Joya  3 strip mall  by Taj Misr Developments. The Office size is 39 m2.,39,,,"4,685,000 
              EGP"
Al Alamein,"Apartment, Downtown New Alamein",A 1 bedroom Apartment in Downtown New Alamein by City Edge Developments. The Apartment size is 116 m2 with 1 bathroom.,116,1,1,"4,700,000 
              EGP"
North Coast-Sahel,"Apartment, Marina 8 By The Lake",A 1 bedroom Apartment in Marina 8 By The Lake by Saudi Egyptian Developers (SED). The Apartment size is 103 m2 with 2 bathrooms.,103,2,2,"4,704,000 
              EGP"
New Capital City,"Serviced Studio, Swiss Belresidences",A  Serviced Studio in Swiss Belresidences by Altameer Arabian Developments CO.. The Serviced Studio size is 54 m2 with 1 bathroom.,54,1,1,"4,717,386 
              EGP"
New Capital City,"Apartment, Entrada",A 1 bedroom Apartment in Entrada by Sorouh Developments. The Apartment size is 91 m2 with 1 bathroom.,91,1,1,"4,726,000 
              EGP"
New Capital City,"Office, The Loft Plaza",A  Office in The Loft Plaza by Living Yards Developments. The Office size is 47 m2.,47,,,"4,767,981 
              EGP"
New Capital City,"Office, Modon Green River Tower",A  Office in Modon Green River Tower by Modon Egypt. The Office size is 37 m2.,37,,,"4,775,000 
              EGP"
New Cairo,"Clinic, Grids New Cairo",A  Clinic in Grids New Cairo by Manaj Developments. The Clinic size is 41 m2.,41,,,"4,800,000 
              EGP"
6th settlement,"Apartment, Maliv",A 1 bedroom Apartment in Maliv  by Kulture Developments. The Apartment size is 75 m2 with 2 bathrooms and a terrace of 4 m2.,75,2,2,"4,815,000 
              EGP"
October Gardens,"Apartment, Ashgar City",A 1 bedroom Apartment in Ashgar City by IGI Real Estate. The Apartment size is 72 m2 with 1 bathroom.,72,1,1,"4,832,000 
              EGP"
October Gardens,"Apartment, Beta Residence",A 2 bedrooms Apartment in Beta Residence by BETA Developments. The Apartment size is 123 m2 with 2 bathrooms.,123,2,2,"4,840,000 
              EGP"
New Capital City,"Apartment, Venia",A 2 bedrooms Apartment in Venia by Gates Development. The Apartment size is 125 m2 with 2 bathrooms and a terrace of 4 m2.,125,2,2,"4,868,750 
              EGP"
New Capital City,"Office, Zaha Park - New Capital",A  Office in Zaha Park - New Capital  by Home Town Developments. The Office size is 39 m2.,39,,,"4,914,000 
              EGP"
Mostakbal City,"Apartment, Roofscape - At East",A 1 bedroom Apartment in Roofscape - At East by Al Ahly Sabbour Developments. The Apartment size is 65 m2 with 2 bathrooms.,65,2,2,"4,945,000 
              EGP"
6th settlement,"Apartment, Home Residence",A 1 bedroom Apartment in Home Residence by Home Town Developments. The Apartment size is 67 m2 with 2 bathrooms with a garden of 35 m2.,67,2,2,"4,970,000 
              EGP"
Mostakbal City,"Apartment, Talda",A 1 bedroom Apartment in Talda by Housing and Development Properties HDP. The Apartment size is 89 m2 with 2 bathrooms and a terrace of 1 m2.,89,2,2,"4,975,921 
              EGP"
New Cairo,"Apartment, Elan",A 1 bedroom Apartment in Elan  by Madinet Masr . The Apartment size is 78 m2 with 2 bathrooms.,78,2,2,"4,993,221 
              EGP"
New Cairo,"Apartment, The Median Residences",A 1 bedroom Apartment in The Median Residences by EGYGAB. The Apartment size is 75 m2 with 2 bathrooms.,75,2,2,"5,014,000 
              EGP"
New Cairo,"Office, Pulse",A  Office in Pulse by Melee Development. The Office size is 43 m2 and a terrace of 1 m2.,43,,,"5,100,000 
              EGP"
New Zayed,"Apartment, ONS",A 1 bedroom Apartment in ONS  by Mabany Edris. The Apartment size is 76 m2 with 1 bathroom.,76,1,1,"5,100,000 
              EGP"
New Cairo,"Office, Axle",A  Office in Axle by Menassat Developments. The Office size is 37 m2.,37,,,"5,105,000 
              EGP"
New Cairo,"Apartment, Peerage Residence",A 1 bedroom Apartment in Peerage Residence by Al Riyadh Misr. The Apartment size is 81 m2 with 1 bathroom.,81,1,1,"5,160,000 
              EGP"
Old Cairo,"Apartment, El Fustat",A 2 bedrooms Apartment in El Fustat by Saudi Egyptian Developers (SED). The Apartment size is 124 m2 with 3 bathrooms.,124,3,3,"5,168,000 
              EGP"
Golden Square,"Apartment, Boutique Village 2",A 1 bedroom Apartment in Boutique Village 2 by Modon Egypt. The Apartment size is 70 m2 with 1 bathroom.,70,1,1,"5,252,000 
              EGP"
New Cairo,"Apartment, Eelaf Residence",A 1 bedroom Apartment in Eelaf Residence  by Emaar Rezk Group Developments . The Apartment size is 85 m2 with 1 bathroom.,85,1,1,"5,260,473 
              EGP"
New Capital City,"Office, East Tower",A  Office in East Tower by UC Developments. The Office size is 31 m2.,31,,,"5,300,000 
              EGP"
New Cairo,"Apartment, The Mornings",A 1 bedroom Apartment in The Mornings  by Al Ahly Sabbour Developments. The Apartment size is 57 m2 with 1 bathroom.,57,1,1,"5,312,000 
              EGP"
South Investors,"Apartment, Begonia Residence",A 1 bedroom Apartment in Begonia Residence  by Menassat Developments. The Apartment size is 74 m2 with 1 bathroom.,74,1,1,"5,316,000 
              EGP"
New Cairo,"Office, City Hall 90",A  Office in City Hall 90 by SERAC Developments. The Office size is 26 m2.,29,,,"5,316,667 
              EGP"
New Capital City,"Apartment, One residence",A 1 bedroom Apartment in One residence by Sky AD Developments. The Apartment size is 105 m2 with 1 bathroom.,105,1,1,"5,360,000 
              EGP"
Mostakbal City,"Apartment, Red",A 1 bedroom Apartment in Red by Cornerstone Development. The Apartment size is 83 m2 with 2 bathrooms and a terrace of 11 m2.,87,2,2,"5,367,900 
              EGP"
New Capital City,"Office, UniTower",A  Office in UniTower by UC Developments. The Office size is 39 m2.,39,,,"5,382,000 
              EGP"
Northern Expansion,"Apartment, One33",A 1 bedroom Apartment in One33 by Arkan Palm Development. The Apartment size is 85 m2 with 2 bathrooms.,85,2,2,"5,448,981 
              EGP"
Mostakbal City,"Apartment, The Butterfly",A 1 bedroom Apartment in The Butterfly  by Madinet Masr . The Apartment size is 82 m2 with 1 bathroom.,82,1,1,"5,518,228 
              EGP"
New Capital City,"Office, I-Business Park",A  Office in I-Business Park by ARQA Development Group. The Office size is 29 m2.,29,,,"5,567,000 
              EGP"
New Cairo,"Apartment, Mist",A 1 bedroom Apartment in Mist by M Squared. The Apartment size is 63 m2 with 1 bathroom.,63,1,1,"5,595,030 
              EGP"
New Capital City,"Office, Capital avenue",A  Office in Capital avenue by Sky AD Developments. The Office size is 54 m2.,54,,,"5,615,000 
              EGP"
New Capital City,"Office, Obex",A  Office in Obex by Jadeer Realestate. The Office size is 45 m2.,45,,,"5,625,000 
              EGP"
New Capital City,"Apartment, OIA Compound",A 2 bedrooms Apartment in OIA Compound  by EDGE HOLDING. The Apartment size is 125 m2 with 2 bathrooms.,125,2,2,"5,625,000 
              EGP"
New Capital City,"Retail, Midtown Condo Mall",A  Retail in Midtown Condo Mall by Better Home. The Retail size is 110 m2.,110,,,"5,651,346 
              EGP"
New Capital City,"Apartment, Mamsha Vista",A 3 bedrooms Apartment in Mamsha Vista by City Edge Developments. The Apartment size is 161 m2 with 3 bathrooms.,161,3,3,"5,700,000 
              EGP"
El Lotus,"Apartment, Nurai",A 1 bedroom Apartment in Nurai by Mercon Developments. The Apartment size is 85 m2 with 1 bathroom.,85,1,1,"5,701,668 
              EGP"
6th of October City,"Apartment, Leaves",A 1 bedroom Apartment in Leaves by El Attal Holding. The Apartment size is 75 m2 with 2 bathrooms.,75,2,2,"5,737,000 
              EGP"
New Cairo,"Apartment, The Crest",A 1 bedroom Apartment in The Crest by IL Cazar Developments. The Apartment size is 90 m2 with 2 bathrooms.,90,2,2,"5,800,000 
              EGP"
New Capital City,"Apartment, Mamsha Avenues",A 3 bedrooms Apartment in Mamsha Avenues by City Edge Developments. The Apartment size is 168 m2 with 3 bathrooms.,168,3,3,"5,800,000 
              EGP"
New Capital City,"Office, Cairo Business Plaza",A  Office in Cairo Business Plaza by Better Home. The Office size is 66 m2.,66,,,"5,824,627 
              EGP"
New Cairo,"Apartment, J East",A 1 bedroom Apartment in J East  by Juzur Development. The Apartment size is 80 m2 with 1 bathroom and a terrace of 4 m2.,80,1,1,"5,855,787 
              EGP"
New Cairo,"Apartment, Notion",A 2 bedrooms Apartment in Notion  by Town Writers. The Apartment size is 107 m2 with 2 bathrooms with a garden of 50 m2.,107,2,2,"5,885,000 
              EGP"
El Shorouk,"Apartment, Parkside Maadi Views",A 3 bedrooms Apartment in Parkside Maadi Views by The Land Developers (TLD). The Apartment size is 133 m2 with 2 bathrooms.,133,2,2,"5,915,388 
              EGP"
New Capital City,"Apartment, De Joya 4",A 4 bedrooms Apartment in De Joya 4 by Taj Misr Developments. The Apartment size is 145 m2 with 4 bathrooms.,146,4,4,"5,921,000 
              EGP"
Mostakbal City,"Apartment, Rosail",A 2 bedrooms Apartment in Rosail by Khaled Sabry Holding. The Apartment size is 88 m2 with 1 bathroom.,88,1,1,"5,930,000 
              EGP"
New Cairo,"Serviced Studio, Blanks",A  Serviced Studio in Blanks by Manaj Developments. The Serviced Studio size is 55 m2 with 1 bathroom.,55,1,1,"6,000,000 
              EGP"
6th of October City,"Apartment, Rafts",A 1 bedroom Apartment in Rafts  by The Ark Development. The Apartment size is 79 m2 with 2 bathrooms.,79,2,2,"6,000,000 
              EGP"
New Capital City,"Apartment, Diplo East",A 2 bedrooms Apartment in Diplo East by MBG Developments. The Apartment size is 125 m2 with 2 bathrooms.,125,2,2,"6,000,000 
              EGP"
New Capital City,"Apartment, Suli Golf Residence",A 2 bedrooms Apartment in Suli Golf Residence by UC Developments. The Apartment size is 128 m2 with 3 bathrooms.,128,3,3,"6,012,300 
              EGP"
6th settlement,"Apartment, Hyde Park Central",A 1 bedroom Apartment in Hyde Park Central by Hyde Park. The Apartment size is 69 m2 with 1 bathroom.,69,1,1,"6,060,000 
              EGP"
New Capital City,"Apartment, Catalan",A 3 bedrooms Apartment in Catalan by Gates Development. The Apartment size is 175 m2 with 3 bathrooms.,175,3,3,"6,121,629 
              EGP"
New Cairo,"Office, The Gryd",A  Office in The Gryd by Upwyde Developments. The Office size is 42 m2.,42,,,"6,152,034 
              EGP"
El Sheikh Zayed,"Apartment, The Harv",A 2 bedrooms Apartment in The Harv by DAL Developments. The Apartment size is 112 m2 with 2 bathrooms.,112,2,2,"6,209,480 
              EGP"
6th settlement,"Apartment, Noll",A 2 bedrooms Apartment in Noll by Kleek Developments. The Apartment size is 96 m2 with 2 bathrooms and a roof of 19 m2.,96,2,2,"6,223,664 
              EGP"
New Capital City,"Apartment, Boardwalk",A 2 bedrooms Apartment in Boardwalk by Atric Developments. The Apartment size is 127 m2 with 2 bathrooms.,127,2,2,"6,281,220 
              EGP"
New Capital City,"Apartment, Ray Residence",A 2 bedrooms Apartment in Ray Residence by Radix Development. The Apartment size is 141 m2 with 3 bathrooms with a garden of 13 m2.,141,3,3,"6,288,803 
              EGP"
New Zayed,"Apartment, Dejoya Residence",A 1 bedroom Apartment in Dejoya Residence by Taj Misr Developments. The Apartment size is 74 m2 with 1 bathroom with a garden of 40 m2.,74,1,1,"6,290,000 
              EGP"
New Capital City,"Office, 6ixty Iconic Tower",A  Office in 6ixty Iconic Tower by Al - Borouj Misr Developments Group (ABM). The Office size is 34 m2.,34,,,"6,295,000 
              EGP"
6th settlement,"Office, Maliv Street",A  Office in Maliv Street by Kulture Developments. The Office size is 45 m2.,45,,,"6,307,500 
              EGP"
New Capital City,"Office, Moonreal Tower",A  Office in Moonreal Tower  by Emaar Rezk Group Developments . The Office size is 48 m2.,48,,,"6,307,653 
              EGP"
New Cairo,"Apartment, Yellow Residence",A 1 bedroom Apartment in Yellow Residence by Urbnlanes Development. The Apartment size is 80 m2 with 2 bathrooms.,80,2,2,"6,412,000 
              EGP"
New Capital City,"Office, Taj Tower",A  Office in Taj Tower  by Taj Misr Developments. The Office size is 28 m2.,28,,,"6,468,000 
              EGP"
New Capital City,"Apartment, Capital Heights 1",A 3 bedrooms Apartment in Capital Heights 1 by Safwa Urban Developments (SUD). The Apartment size is 160 m2 with 2 bathrooms.,160,2,2,"6,483,288 
              EGP"
New Capital City,"Apartment, De Joya  3",A 3 bedrooms Apartment in De Joya  3 by Taj Misr Developments. The Apartment size is 138 m2 with 2 bathrooms.,138,2,2,"6,510,000 
              EGP"
Al Alamein,"Apartment, Lagoons Al Alamin",A 3 bedrooms Apartment in Lagoons Al Alamin by Modon Egypt. The Apartment size is 86 m2 with 1 bathroom and a terrace of 4 m2.,86,1,1,"6,520,000 
              EGP"
6th of October City,"Apartment, Club Hills Residence",A 1 bedroom Apartment in Club Hills Residence by Housing and Development Properties HDP. The Apartment size is 94 m2 with 1 bathroom and a terrace of 1 m2.,94,1,1,"6,556,264 
              EGP"
New Capital City,"Apartment, Oro New capital",A 2 bedrooms Apartment in Oro New capital by AMG (Ava Mina Group). The Apartment size is 152 m2 with 2 bathrooms with a garden of 35 m2.,152,2,2,"6,688,000 
              EGP"
Al Alamein,"Apartment, Zahra Morshedy Group",A 3 bedrooms Apartment in Zahra Morshedy Group by Morshedy Group. The Apartment size is 74 m2 with 2 bathrooms with a garden of 24 m2.,74,2,2,"6,748,800 
              EGP"
6th settlement,"Apartment, Nest",A 1 bedroom Apartment in Nest by N Developments. The Apartment size is 100 m2 with 1 bathroom.,100,1,1,"6,900,000 
              EGP"
El Sheikh Zayed,"Apartment, La Colina",A 2 bedrooms Apartment in La Colina by Capital Hills Developments (CHD ). The Apartment size is 108 m2 with 2 bathrooms.,108,2,2,"6,924,549 
              EGP"
October Gardens,"Apartment, Ashgar Residence",A 3 bedrooms Apartment in Ashgar Residence by IGI Real Estate. The Apartment size is 143 m2 with 1 bathroom.,143,1,1,"6,964,000 
              EGP"
New Capital City,"Apartment, The Islands",A 3 bedrooms Apartment in The Islands by EGYGAB. The Apartment size is 147 m2 with 2 bathrooms.,147,2,2,"7,031,020 
              EGP"
New Capital City,"Apartment, Capital Heights 2",A 3 bedrooms Apartment in Capital Heights 2 by Safwa Urban Developments (SUD). The Apartment size is 142 m2 with 2 bathrooms with a garden of 105 m2.,142,2,2,"7,067,384 
              EGP"
New Capital City,"Office, Podia Tower",A  Office in Podia Tower by Menassat Developments. The Office size is 58 m2.,58,,,"7,090,000 
              EGP"
Mostakbal City,"Apartment, The 101",A 2 bedrooms Apartment in The 101 by El Attal Holding. The Apartment size is 95 m2 with 2 bathrooms with a garden of 48 m2.,95,2,2,"7,095,000 
              EGP"
El Lotus,"Apartment, Amara",A 1 bedroom Apartment in Amara by New Plan. The Apartment size is 70 m2 with 1 bathroom with a garden of 40 m2.,70,1,1,"7,109,000 
              EGP"
New Cairo,"Apartment, The Brooks",A 2 bedrooms Apartment in The Brooks by PRE Developments. The Apartment size is 122 m2 with 2 bathrooms.,122,2,2,"7,110,000 
              EGP"
New Capital City,"Apartment, Scene 7",A 2 bedrooms Apartment in Scene 7  by Akam Developments. The Apartment size is 124 m2 with 3 bathrooms.,124,3,3,"7,169,234 
              EGP"
New Zayed,"Office, Dejoya Primero Villas",A  Office in Dejoya Primero Villas by Taj Misr Developments. The Office size is 35 m2.,35,,,"7,175,000 
              EGP"
New Cairo,"Apartment, Jade & Blue",A 2 bedrooms Apartment in Jade & Blue by Aspect Development. The Apartment size is 120 m2 with 3 bathrooms.,120,3,3,"7,200,000 
              EGP"
El Sheikh Zayed,"Apartment, Rewaya",A 1 bedroom Apartment in Rewaya by SIAC Developments. The Apartment size is 78 m2 with 2 bathrooms.,78,2,2,"7,202,500 
              EGP"
6th of October City,"Office, Kazan Plaza",A  Office in Kazan Plaza by First Group. The Office size is 85 m2.,85,,,"7,231,834 
              EGP"
El Lotus,"Office, Rock Gold",A  Office in Rock Gold by Rock developments. The Office size is 41 m2.,41,,,"7,245,314 
              EGP"
Hurghada,"Apartment, DUA",A 1 bedroom Apartment in DUA by Orascom Development Egypt. The Apartment size is 66 m2 with 3 bathrooms and a roof of 19 m2.,66,3,3,"7,255,000 
              EGP"
New Cairo,"Apartment, Nile Boulevard",A 2 bedrooms Apartment in Nile Boulevard by Nile Developments. The Apartment size is 98 m2 with 2 bathrooms.,98,2,2,"7,300,000 
              EGP"
New Cairo,"Apartment, Greens Residence New Cairo",A 1 bedroom Apartment in Greens Residence New Cairo by Hyde Park. The Apartment size is 82 m2 with 1 bathroom.,82,1,1,"7,340,000 
              EGP"
New Capital City,"Apartment, The Capitalway",A 1 bedroom Apartment in The Capitalway  by The Waterway Developments. The Apartment size is 90 m2 with 1 bathroom.,90,1,1,"7,343,000 
              EGP"
New Zayed,"Clinic, Dejoya Plaza Residence",A  Clinic in Dejoya Plaza Residence by Taj Misr Developments. The Clinic size is 33 m2.,33,,,"7,425,000 
              EGP"
New Cairo,"Apartment, Acasa Mia",A 2 bedrooms Apartment in Acasa Mia by Dar  Al Alamia Developments. The Apartment size is 135 m2 with 3 bathrooms.,135,3,3,"7,535,000 
              EGP"
